,Status,Levels,Rooms,Materials,Engagement,labels,source
2159,livable still in dwelling / building,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,lightning
2160,livable temporarily displaced,no,no,no,no,CCC,lightning
2161,livable temporarily displaced,no,no,no,contractor,FS,lightning
2162,livable temporarily displaced,no,no,no,attorney,FS,lightning
2163,livable temporarily displaced,no,no,no,public adjuster,FS,lightning
2164,livable temporarily displaced,no,no,floors,no,CCC,lightning
2165,livable temporarily displaced,no,no,floors,contractor,FS,lightning
2166,livable temporarily displaced,no,no,floors,attorney,FS,lightning
2167,livable temporarily displaced,no,no,floors,public adjuster,FS,lightning
2168,livable temporarily displaced,no,no,walls,no,CCC,lightning
2169,livable temporarily displaced,no,no,walls,contractor,FS,lightning
2170,livable temporarily displaced,no,no,walls,attorney,FS,lightning
2171,livable temporarily displaced,no,no,walls,public adjuster,FS,lightning
2172,livable temporarily displaced,no,no,ceiling,no,CCC,lightning
2173,livable temporarily displaced,no,no,ceiling,contractor,FS,lightning
2174,livable temporarily displaced,no,no,ceiling,attorney,FS,lightning
2175,livable temporarily displaced,no,no,ceiling,public adjuster,FS,lightning
2176,livable temporarily displaced,no,no,cabinets,no,CCC,lightning
2177,livable temporarily displaced,no,no,cabinets,contractor,FS,lightning
2178,livable temporarily displaced,no,no,cabinets,attorney,FS,lightning
2179,livable temporarily displaced,no,no,cabinets,public adjuster,FS,lightning
2180,livable temporarily displaced,no,no,contents (personal belongings),no,CCC,lightning
2181,livable temporarily displaced,no,no,contents (personal belongings),contractor,FS,lightning
2182,livable temporarily displaced,no,no,contents (personal belongings),attorney,FS,lightning
2183,livable temporarily displaced,no,no,contents (personal belongings),public adjuster,FS,lightning
2184,livable temporarily displaced,no,no,roof,no,CCC,lightning
2185,livable temporarily displaced,no,no,roof,contractor,FS,lightning
2186,livable temporarily displaced,no,no,roof,attorney,FS,lightning
2187,livable temporarily displaced,no,no,roof,public adjuster,FS,lightning
2188,livable temporarily displaced,no,no,siding,no,CCC,lightning
2189,livable temporarily displaced,no,no,siding,contractor,FS,lightning
2190,livable temporarily displaced,no,no,siding,attorney,FS,lightning
2191,livable temporarily displaced,no,no,siding,public adjuster,FS,lightning
2192,livable temporarily displaced,no,no,hardscapes / fence,no,CCC,lightning
2193,livable temporarily displaced,no,no,hardscapes / fence,contractor,FS,lightning
2194,livable temporarily displaced,no,no,hardscapes / fence,attorney,FS,lightning
2195,livable temporarily displaced,no,no,hardscapes / fence,public adjuster,FS,lightning
2196,livable temporarily displaced,no,no,windows,no,CCC,lightning
2197,livable temporarily displaced,no,no,windows,contractor,FS,lightning
2198,livable temporarily displaced,no,no,windows,attorney,FS,lightning
2199,livable temporarily displaced,no,no,windows,public adjuster,FS,lightning
2200,livable temporarily displaced,no,no,exterior structure,no,CCC,lightning
2201,livable temporarily displaced,no,no,exterior structure,contractor,FS,lightning
2202,livable temporarily displaced,no,no,exterior structure,attorney,FS,lightning
2203,livable temporarily displaced,no,no,exterior structure,public adjuster,FS,lightning
2204,livable temporarily displaced,no,no,"exterior contents (grill, patio furniture, etc.)",no,CCC,lightning
2205,livable temporarily displaced,no,no,"exterior contents (grill, patio furniture, etc.)",contractor,FS,lightning
2206,livable temporarily displaced,no,no,"exterior contents (grill, patio furniture, etc.)",attorney,FS,lightning
2207,livable temporarily displaced,no,no,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,lightning
2208,livable temporarily displaced,no,1-2 rooms,no,no,CCC,lightning
2209,livable temporarily displaced,no,1-2 rooms,no,contractor,FS,lightning
2210,livable temporarily displaced,no,1-2 rooms,no,attorney,FS,lightning
2211,livable temporarily displaced,no,1-2 rooms,no,public adjuster,FS,lightning
2212,livable temporarily displaced,no,1-2 rooms,floors,no,CCC,lightning
2213,livable temporarily displaced,no,1-2 rooms,floors,contractor,FS,lightning
2214,livable temporarily displaced,no,1-2 rooms,floors,attorney,FS,lightning
2215,livable temporarily displaced,no,1-2 rooms,floors,public adjuster,FS,lightning
2216,livable temporarily displaced,no,1-2 rooms,walls,no,CCC,lightning
2217,livable temporarily displaced,no,1-2 rooms,walls,contractor,FS,lightning
2218,livable temporarily displaced,no,1-2 rooms,walls,attorney,FS,lightning
2219,livable temporarily displaced,no,1-2 rooms,walls,public adjuster,FS,lightning
2220,livable temporarily displaced,no,1-2 rooms,ceiling,no,CCC,lightning
2221,livable temporarily displaced,no,1-2 rooms,ceiling,contractor,FS,lightning
2222,livable temporarily displaced,no,1-2 rooms,ceiling,attorney,FS,lightning
2223,livable temporarily displaced,no,1-2 rooms,ceiling,public adjuster,FS,lightning
2224,livable temporarily displaced,no,1-2 rooms,cabinets,no,CCC,lightning
2225,livable temporarily displaced,no,1-2 rooms,cabinets,contractor,FS,lightning
2226,livable temporarily displaced,no,1-2 rooms,cabinets,attorney,FS,lightning
2227,livable temporarily displaced,no,1-2 rooms,cabinets,public adjuster,FS,lightning
2228,livable temporarily displaced,no,1-2 rooms,contents (personal belongings),no,CCC,lightning
2229,livable temporarily displaced,no,1-2 rooms,contents (personal belongings),contractor,FS,lightning
2230,livable temporarily displaced,no,1-2 rooms,contents (personal belongings),attorney,FS,lightning
2231,livable temporarily displaced,no,1-2 rooms,contents (personal belongings),public adjuster,FS,lightning
2232,livable temporarily displaced,no,1-2 rooms,roof,no,CCC,lightning
2233,livable temporarily displaced,no,1-2 rooms,roof,contractor,FS,lightning
2234,livable temporarily displaced,no,1-2 rooms,roof,attorney,FS,lightning
2235,livable temporarily displaced,no,1-2 rooms,roof,public adjuster,FS,lightning
2236,livable temporarily displaced,no,1-2 rooms,siding,no,CCC,lightning
2237,livable temporarily displaced,no,1-2 rooms,siding,contractor,FS,lightning
2238,livable temporarily displaced,no,1-2 rooms,siding,attorney,FS,lightning
2239,livable temporarily displaced,no,1-2 rooms,siding,public adjuster,FS,lightning
2240,livable temporarily displaced,no,1-2 rooms,hardscapes / fence,no,CCC,lightning
2241,livable temporarily displaced,no,1-2 rooms,hardscapes / fence,contractor,FS,lightning
2242,livable temporarily displaced,no,1-2 rooms,hardscapes / fence,attorney,FS,lightning
2243,livable temporarily displaced,no,1-2 rooms,hardscapes / fence,public adjuster,FS,lightning
2244,livable temporarily displaced,no,1-2 rooms,windows,no,CCC,lightning
2245,livable temporarily displaced,no,1-2 rooms,windows,contractor,FS,lightning
2246,livable temporarily displaced,no,1-2 rooms,windows,attorney,FS,lightning
2247,livable temporarily displaced,no,1-2 rooms,windows,public adjuster,FS,lightning
2248,livable temporarily displaced,no,1-2 rooms,exterior structure,no,CCC,lightning
2249,livable temporarily displaced,no,1-2 rooms,exterior structure,contractor,FS,lightning
2250,livable temporarily displaced,no,1-2 rooms,exterior structure,attorney,FS,lightning
2251,livable temporarily displaced,no,1-2 rooms,exterior structure,public adjuster,FS,lightning
2252,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,lightning
2253,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,lightning
2254,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,lightning
2255,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,lightning
2256,livable temporarily displaced,no,3 rooms,no,no,CCC,lightning
2257,livable temporarily displaced,no,3 rooms,no,contractor,FS,lightning
2258,livable temporarily displaced,no,3 rooms,no,attorney,FS,lightning
2259,livable temporarily displaced,no,3 rooms,no,public adjuster,FS,lightning
2260,livable temporarily displaced,no,3 rooms,floors,no,CCC,lightning
2261,livable temporarily displaced,no,3 rooms,floors,contractor,FS,lightning
2262,livable temporarily displaced,no,3 rooms,floors,attorney,FS,lightning
2263,livable temporarily displaced,no,3 rooms,floors,public adjuster,FS,lightning
2264,livable temporarily displaced,no,3 rooms,walls,no,CCC,lightning
2265,livable temporarily displaced,no,3 rooms,walls,contractor,FS,lightning
2266,livable temporarily displaced,no,3 rooms,walls,attorney,FS,lightning
2267,livable temporarily displaced,no,3 rooms,walls,public adjuster,FS,lightning
2268,livable temporarily displaced,no,3 rooms,ceiling,no,CCC,lightning
2269,livable temporarily displaced,no,3 rooms,ceiling,contractor,FS,lightning
2270,livable temporarily displaced,no,3 rooms,ceiling,attorney,FS,lightning
2271,livable temporarily displaced,no,3 rooms,ceiling,public adjuster,FS,lightning
2272,livable temporarily displaced,no,3 rooms,cabinets,no,CCC,lightning
2273,livable temporarily displaced,no,3 rooms,cabinets,contractor,FS,lightning
2274,livable temporarily displaced,no,3 rooms,cabinets,attorney,FS,lightning
2275,livable temporarily displaced,no,3 rooms,cabinets,public adjuster,FS,lightning
2276,livable temporarily displaced,no,3 rooms,contents (personal belongings),no,CCC,lightning
2277,livable temporarily displaced,no,3 rooms,contents (personal belongings),contractor,FS,lightning
2278,livable temporarily displaced,no,3 rooms,contents (personal belongings),attorney,FS,lightning
2279,livable temporarily displaced,no,3 rooms,contents (personal belongings),public adjuster,FS,lightning
2280,livable temporarily displaced,no,3 rooms,roof,no,CCC,lightning
2281,livable temporarily displaced,no,3 rooms,roof,contractor,FS,lightning
2282,livable temporarily displaced,no,3 rooms,roof,attorney,FS,lightning
2283,livable temporarily displaced,no,3 rooms,roof,public adjuster,FS,lightning
2284,livable temporarily displaced,no,3 rooms,siding,no,CCC,lightning
2285,livable temporarily displaced,no,3 rooms,siding,contractor,FS,lightning
2286,livable temporarily displaced,no,3 rooms,siding,attorney,FS,lightning
2287,livable temporarily displaced,no,3 rooms,siding,public adjuster,FS,lightning
2288,livable temporarily displaced,no,3 rooms,hardscapes / fence,no,CCC,lightning
2289,livable temporarily displaced,no,3 rooms,hardscapes / fence,contractor,FS,lightning
2290,livable temporarily displaced,no,3 rooms,hardscapes / fence,attorney,FS,lightning
2291,livable temporarily displaced,no,3 rooms,hardscapes / fence,public adjuster,FS,lightning
2292,livable temporarily displaced,no,3 rooms,windows,no,CCC,lightning
2293,livable temporarily displaced,no,3 rooms,windows,contractor,FS,lightning
2294,livable temporarily displaced,no,3 rooms,windows,attorney,FS,lightning
2295,livable temporarily displaced,no,3 rooms,windows,public adjuster,FS,lightning
2296,livable temporarily displaced,no,3 rooms,exterior structure,no,CCC,lightning
2297,livable temporarily displaced,no,3 rooms,exterior structure,contractor,FS,lightning
2298,livable temporarily displaced,no,3 rooms,exterior structure,attorney,FS,lightning
2299,livable temporarily displaced,no,3 rooms,exterior structure,public adjuster,FS,lightning
2300,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,lightning
2301,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,lightning
2302,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,lightning
2303,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,lightning
2304,livable temporarily displaced,no,4 rooms,no,no,CCC,lightning
2305,livable temporarily displaced,no,4 rooms,no,contractor,FS,lightning
2306,livable temporarily displaced,no,4 rooms,no,attorney,FS,lightning
2307,livable temporarily displaced,no,4 rooms,no,public adjuster,FS,lightning
2308,livable temporarily displaced,no,4 rooms,floors,no,CCC,lightning
2309,livable temporarily displaced,no,4 rooms,floors,contractor,FS,lightning
2310,livable temporarily displaced,no,4 rooms,floors,attorney,FS,lightning
2311,livable temporarily displaced,no,4 rooms,floors,public adjuster,FS,lightning
2312,livable temporarily displaced,no,4 rooms,walls,no,CCC,lightning
2313,livable temporarily displaced,no,4 rooms,walls,contractor,FS,lightning
2314,livable temporarily displaced,no,4 rooms,walls,attorney,FS,lightning
2315,livable temporarily displaced,no,4 rooms,walls,public adjuster,FS,lightning
2316,livable temporarily displaced,no,4 rooms,ceiling,no,CCC,lightning
2317,livable temporarily displaced,no,4 rooms,ceiling,contractor,FS,lightning
2318,livable temporarily displaced,no,4 rooms,ceiling,attorney,FS,lightning
2319,livable temporarily displaced,no,4 rooms,ceiling,public adjuster,FS,lightning
2320,livable temporarily displaced,no,4 rooms,cabinets,no,CCC,lightning
2321,livable temporarily displaced,no,4 rooms,cabinets,contractor,FS,lightning
2322,livable temporarily displaced,no,4 rooms,cabinets,attorney,FS,lightning
2323,livable temporarily displaced,no,4 rooms,cabinets,public adjuster,FS,lightning
